ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,ID State,State,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,ACS Occupation yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2014,"2014","04000US36","New York",240543,3760.767076009893,1.0205657641682033,"New York, NY","16000US3651000","new-york-ny",89909,2146,237689,1.2007286832794113,90303,-0.43630887124458767,6.252344209947639
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2014,"2014","04000US36","New York",180569,3609.783650026688,2.4551924677707673,"New York, NY","16000US3651000","new-york-ny",103159,1666,174902,3.240100170381128,102301,0.838701478968925,4.693462464698765
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2014,"2014","04000US36","New York",139727,3037.321517389952,0.9356412004295459,"New York, NY","16000US3651000","new-york-ny",156142,2842,136967,2.015083925325078,153644,1.625836348962537,3.631871638016295
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2014,"2014","04000US36","New York",49499,1724.8982578691414,0.7212189028166612,"New York, NY","16000US3651000","new-york-ny",90798,2940,47825,3.5002613695765814,89903,0.9955173909658187,1.2866089890298122
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2014,"2014","04000US36","New York",184948,3023.5482466797184,1.9152400765733746,"New York, NY","16000US3651000","new-york-ny",53770,1655,181776,1.7450048411231407,54141,-0.6852477789475628,4.807284173479983
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2014,"2014","04000US36","New York",225253,3877.408670749061,1.016204156219331,"New York, NY","16000US3651000","new-york-ny",38173,657,216610,3.9901204930520286,38918,-1.9142813094198057,5.854916960058432
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2014,"2014","04000US36","New York",180335,3276.8680168722085,1.169747994190128,"New York, NY","16000US3651000","new-york-ny",46417,1201,176918,1.9314032489627961,47207,-1.673480627872985,4.687380190240028
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2014,"2014","04000US36","New York",188654,3446.3342844245394,1.341917930030921,"New York, NY","16000US3651000","new-york-ny",42306,1007,183825,2.626954984360125,42906,-1.3984058173682001,4.903612845035863
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2014,"2014","04000US36","New York",73329,1876.8305730672655,1.5452279588991753,"New York, NY","16000US3651000","new-york-ny",57472,1744,73183,0.19949988385280734,56739,1.2918803644759338,1.9060132640369927
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2014,"2014","04000US36","New York",36215,1387.8616645761203,0.9437530269987203,"New York, NY","16000US3651000","new-york-ny",138944,4500,37383,-3.124414840970495,137033,1.3945545963381083,0.9413229466800269
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2014,"2014","04000US36","New York",399994,5300.547896208465,0.9571841078146,"New York, NY","16000US3651000","new-york-ny",57169,1306,397983,0.5052979649884543,57314,-0.252992288097149,10.39689440105842
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2014,"2014","04000US36","New York",491126,4857.017397539358,0.9460192706018747,"New York, NY","16000US3651000","new-york-ny",68422,946,494414,-0.6650297119418139,68132,0.4256443374625727,12.765654383851302
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2014,"2014","04000US36","New York",2535,500.9830336448531,0.08994861571954231,"New York, NY","16000US3651000","new-york-ny",40091,9084,2953,-14.155096512021673,44582,-10.073572293750841,0.06589130663630728
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2014,"2014","04000US36","New York",163164,3078.919290920111,0.8484957114051598,"New York, NY","16000US3651000","new-york-ny",69630,4229,160300,1.786650031191516,72518,-3.9824595272897763,4.241060811047906
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2014,"2014","04000US36","New York",72156,2206.494504865127,0.5778034387808814,"New York, NY","16000US3651000","new-york-ny",82715,4036,72815,-0.9050333035775595,84064,-1.6047297297297296,1.8755239138656363
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2014,"2014","04000US36","New York",110504,2442.637918316999,0.48233207259435046,"New York, NY","16000US3651000","new-york-ny",48825,1392,112549,-1.8169863792659195,48743,0.16822928420491148,2.872289131573373
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2014,"2014","04000US36","New York",166614,2871.387991895209,1.2146690212119085,"New York, NY","16000US3651000","new-york-ny",61252,2127,162310,2.651715852381246,60613,1.0542292907462094,4.330735370375424
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2013,"2013","04000US36","New York",338579,4588.747650503348,0.9205701719251953,"New York, NY","16000US3651000","new-york-ny",148536,2462,,NaN,,NaN,8.93390715126312
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2013,"2013","04000US36","New York",214580,3038.8295444134405,1.1917342626595542,"New York, NY","16000US3651000","new-york-ny",139344,2199,,NaN,,NaN,5.662010332944573
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2013,"2013","04000US36","New York",87017,1972.3306010910037,0.892624120899946,"New York, NY","16000US3651000","new-york-ny",148461,3359,,NaN,,NaN,2.2960721089655975
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2013,"2013","04000US36","New York",34431,1700.15911020116,0.49453095512729406,"New York, NY","16000US3651000","new-york-ny",131725,3994,,NaN,,NaN,0.9085128053575104
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2013,"2013","04000US36","New York",31218,1324.0638202141163,0.9391018399180021,"New York, NY","16000US3651000","new-york-ny",117749,5562,,NaN,,NaN,0.8237330532848525
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2013,"2013","04000US36","New York",77588,2012.6942142312625,1.2306163020915701,"New York, NY","16000US3651000","new-york-ny",86190,2100,,NaN,,NaN,2.0472740130138107
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2013,"2013","04000US36","New York",79786,2249.381470538068,1.7936704151814353,"New York, NY","16000US3651000","new-york-ny",207624,13309,,NaN,,NaN,2.1052714904665657
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2013,"2013","04000US36","New York",237689,3455.997251156314,1.020925039427935,"New York, NY","16000US3651000","new-york-ny",90303,2122,,NaN,,NaN,6.271775440522241
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2013,"2013","04000US36","New York",174902,3704.0847722480653,2.4406852012176,"New York, NY","16000US3651000","new-york-ny",102301,1812,,NaN,,NaN,4.615047680364767
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2013,"2013","04000US36","New York",136967,2615.816889615938,0.9428504096936754,"New York, NY","16000US3651000","new-york-ny",153644,2567,,NaN,,NaN,3.6140766579943113
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2013,"2013","04000US36","New York",47825,1454.411564860511,0.7238662708571454,"New York, NY","16000US3651000","new-york-ny",89903,2300,,NaN,,NaN,1.2619332844303952
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2013,"2013","04000US36","New York",181776,3000.344146927149,1.9015272751493986,"New York, NY","16000US3651000","new-york-ny",54141,1265,,NaN,,NaN,4.796428326411281
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2013,"2013","04000US36","New York",216610,4028.947381140637,1.0041851027010629,"New York, NY","16000US3651000","new-york-ny",38918,1036,,NaN,,NaN,5.715574882184378
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2013,"2013","04000US36","New York",176918,2729.4354727672167,1.167112715460991,"New York, NY","16000US3651000","new-york-ny",47207,1238,,NaN,,NaN,4.6682428189201595
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2013,"2013","04000US36","New York",183825,3630.9681904417725,1.3395787851279197,"New York, NY","16000US3651000","new-york-ny",42906,1043,,NaN,,NaN,4.850494218722789
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2013,"2013","04000US36","New York",73183,2076.422163241377,1.5636098148434552,"New York, NY","16000US3651000","new-york-ny",56739,1506,,NaN,,NaN,1.9310415798111782
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2013,"2013","04000US36","New York",37383,1445.0480960853863,0.9793099424245295,"New York, NY","16000US3651000","new-york-ny",137033,3101,,NaN,,NaN,0.9864056868136217
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2013,"2013","04000US36","New York",397983,4447.167637946652,0.9597297378604052,"New York, NY","16000US3651000","new-york-ny",57314,1464,,NaN,,NaN,10.501369458180072
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2013,"2013","04000US36","New York",494414,5094.587912677531,0.952290011101426,"New York, NY","16000US3651000","new-york-ny",68132,960,,NaN,,NaN,13.045843865935586
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2013,"2013","04000US36","New York",2953,685.598278877653,0.10722860675342392,"New York, NY","16000US3651000","new-york-ny",44582,10449,,NaN,,NaN,0.0779192679335694
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2013,"2013","04000US36","New York",160300,3357.365782872042,0.8371936678063843,"New York, NY","16000US3651000","new-york-ny",72518,3432,,NaN,,NaN,4.229752336522579
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2013,"2013","04000US36","New York",72815,1902.4878449020378,0.5842844194460267,"New York, NY","16000US3651000","new-york-ny",84064,8170,,NaN,,NaN,1.9213313561066223
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2013,"2013","04000US36","New York",112549,2379.5001575961287,0.4991308340980326,"New York, NY","16000US3651000","new-york-ny",48743,1523,,NaN,,NaN,2.969771651424078
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2013,"2013","04000US36","New York",162310,3167.410614366252,1.2059737818839613,"New York, NY","16000US3651000","new-york-ny",60613,2096,,NaN,,NaN,4.282789156213224
